date,firm,n,sd,source,FIPDLFI,IdV,LN,UdC,LADESTRA,PD,M5S,FdI,NCDUdC,SI,AP,MDP,LeU,E,I,NcI
3/3/11,FULLRESEARCH,NA,NA,NA,27.8,5.5,10,6.4,1.5,26.3,2,,,,,,,,,
3/3/11,CFI,NA,NA,NA,30.9,5.6,9.3,6.6,,29.8,1.6,,,,,,,,,
3/7/11,EMG,NA,NA,NA,29.2,5.4,11.1,6.7,1.2,25.3,1.7,,,,,,,,,
3/11/11,IPR,NA,NA,NA,29,5,11.5,7,1,26.5,2,,,,,,,,,
3/11/11,FULLRESEARCH,NA,NA,NA,27,5.7,10,6.6,1.6,26,2,,,,,,,,,
3/12/11,TECNE,NA,NA,NA,31,6.5,10.5,6,1.5,26.5,,,,,,,,,,
3/14/11,EMG,NA,NA,NA,28.9,5.1,11.1,7,1.3,25.1,1.7,,,,,,,,,
3/15/11,Digis,NA,NA,NA,27.6,5.9,11.5,6.5,1.5,24.4,2,,,,,,,,,
3/17/11,IPR,NA,NA,NA,29,5,11.5,7,,26.5,2,,,,,,,,,
3/21/11,EMG,NA,NA,NA,29,5.4,10.8,7,1.6,24.9,1.7,,,,,,,,,
3/22/11,Demopolis,NA,NA,NA,28.5,5.5,10.8,6.5,1.2,26,1.9,,,,,,,,,
3/23/11,PIEPOLI,NA,NA,NA,30.5,5,10,6.5,1.5,26,3,,,,,,,,,
3/23/11,LORIEN,NA,NA,NA,28.5,6.6,11.9,7.2,0.4,25.2,3.2,,,,,,,,,
3/28/11,EMG,NA,NA,NA,29.1,4.8,11.4,7.1,1.5,25.4,2,,,,,,,,,
3/29/11,IPSOS,NA,NA,NA,28.8,5.6,10.4,5.7,1,27.4,2.1,,,,,,,,,
3/29/11,Digis,NA,NA,NA,27.9,5.8,11.1,6.6,1.6,25,2,,,,,,,,,
4/2/11,PIEPOLI,NA,NA,NA,30,5,10,6.5,,26,4,,,,,,,,,
4/4/11,EMG,NA,NA,NA,29.4,4.5,11.5,6.9,1.6,25.6,1.8,,,,,,,,,
4/6/11,IPSOS,NA,NA,NA,28.6,5.8,10.7,5.6,1.1,26.8,2.6,,,,,,,,,
4/7/11,CRESPI,NA,NA,NA,27.5,5,10,7,1.8,25,1.5,,,,,,,,,
4/8/11,MARKETING M.,NA,NA,NA,28,6.5,10,5.5,1,29.5,1,,,,,,,,,
4/11/11,TECNE,NA,NA,NA,29.5,6.5,11,6,1.5,26,1.5,,,,,,,,,
4/11/11,LORIEN,NA,NA,NA,27.9,7.3,12.5,7,0.8,24.6,4,,,,,,,,,
4/11/11,EMG,NA,NA,NA,29.1,4.3,11.1,6.6,1.7,26.2,1.7,,,,,,,,,
4/13/11,SWG,NA,NA,NA,26,5,12.5,4.5,2,25,5,,,,,,,,,
4/13/11,IPR,NA,NA,NA,28,4.5,11,6.7,2,27,2,,,,,,,,,
4/16/11,LORIEN,NA,NA,NA,27.9,7.3,12.5,7,0.8,24.6,4,,,,,,,,,
4/18/11,EMG,NA,NA,NA,28.6,4.1,10.9,6.8,2,26.2,1.8,,,,,,,,,
4/19/11,IPSOS,NA,NA,NA,29.3,5.7,10.5,5.6,1.2,27.5,2.5,,,,,,,,,
4/19/11,IPR,NA,NA,NA,28,4.3,11,6.8,2,27,2,,,,,,,,,
4/22/11,PIEPOLI,NA,NA,NA,32,4.5,9.5,6,1.5,26.5,3,,,,,,,,,
4/22/11,EMG,NA,NA,NA,29,4.8,11.1,7,1.9,25.8,2,,,,,,,,,
4/29/11,EMG,NA,NA,NA,28.5,5,11.2,6.9,1.6,26.4,2.3,,,,,,,,,
4/29/11,Demopolis,NA,NA,NA,28,5.2,11.4,7,1.5,27,2,,,,,,,,,
4/29/11,CRESPI,NA,NA,NA,28,5,10,6.8,1.8,25.8,1.5,,,,,,,,,
4/29/11,CISE,NA,NA,NA,28.6,6.5,10.4,6.8,,27.8,,,,,,,,,,
5/9/11,LORIEN,NA,NA,NA,27,7.1,12.7,6.8,1.2,25.7,4.7,,,,,,,,,
5/18/11,IPSOS,NA,NA,NA,27.9,5.9,11.3,5.4,1.1,27.6,3.5,,,,,,,,,
6/1/11,EMG,NA,NA,NA,28.1,5,10.8,6.2,1.5,26.2,3,,,,,,,,,
6/2/11,PIEPOLI,NA,NA,NA,29.5,4.5,10.5,5,2.5,28.5,2.5,,,,,,,,,
6/3/11,LORIEN,NA,NA,NA,26,7.4,11,6.8,1.7,26.2,4,,,,,,,,,
6/4/11,IPR,NA,NA,NA,28,4.5,10,7,1.5,27.5,2.5,,,,,,,,,
6/6/11,CRESPI,NA,NA,NA,27,5.3,10,6.5,1.7,26,2.5,,,,,,,,,
6/14/11,EMG,NA,NA,NA,28.7,4.8,10.2,6,1.4,28.1,2.8,,,,,,,,,
6/15/11,IPSOS,NA,NA,NA,27.1,6.4,10.2,5.2,,29.8,4,,,,,,,,,
6/15/11,IPR,NA,NA,NA,27.5,4.5,9.5,7,2,27.5,2.5,,,,,,,,,
6/16/11,PIEPOLI,NA,NA,NA,29,4.5,9.5,5.5,3,29,2.5,,,,,,,,,
6/20/11,EMG,NA,NA,NA,28.4,5.5,10,6,1.6,28.6,2.6,,,,,,,,,
6/21/11,IPSOS,NA,NA,NA,27.4,6.5,10.5,5.1,,29.9,3.8,,,,,,,,,
6/22/11,TECNE,NA,NA,NA,27.5,6,10.5,5.5,1,28.5,3.5,,,,,,,,,
6/22/11,LORIEN,NA,NA,NA,26.5,7.6,10.5,6.2,0.7,27.5,3.8,,,,,,,,,
6/24/11,IPR,NA,NA,NA,27.5,5,9.5,7,2,28.5,2.5,,,,,,,,,
6/27/11,EMG,NA,NA,NA,28.9,6,9.9,6.1,1.6,28.2,2.5,,,,,,,,,
6/27/11,DEMOS,NA,NA,NA,26.4,7.8,10.8,6.7,,29.7,4,,,,,,,,,
6/30/11,Digis,NA,NA,NA,27,6,10.3,5.3,1.4,28.9,2.7,,,,,,,,,
6/30/11,CRESPI,NA,NA,NA,26.5,6,9,7,1.7,26.8,2.1,,,,,,,,,
7/4/11,EMG,NA,NA,NA,29,6.4,10.7,6.3,1.1,27.8,2.3,,,,,,,,,
7/11/11,EMG,NA,NA,NA,28.6,6.6,10.9,6.5,1,27.5,2.3,,,,,,,,,
7/14/11,PIEPOLI,NA,NA,NA,29,4.5,9.5,5.5,2.5,29.5,,,,,,,,,,
7/18/11,LORIEN,NA,NA,NA,25.9,8.2,10.1,6.4,1.5,26.8,3.8,,,,,,,,,
7/18/11,ISPO,NA,NA,NA,27.1,6.2,9.6,7,1.2,28.2,2.5,,,,,,,,,
7/18/11,EMG,NA,NA,NA,28.1,6.3,10.3,6.6,0.9,28.4,2.1,,,,,,,,,
7/21/11,Demopolis,NA,NA,NA,26.5,5.8,9.9,7,1.5,28,3,,,,,,,,,
7/23/11,IPR,NA,NA,NA,27.5,5.5,9,6.5,2.5,28,3,,,,,,,,,
7/25/11,EMG,NA,NA,NA,26.9,6.1,9.9,7.6,1.4,27.6,2.8,,,,,,,,,
7/26/11,TECNE,NA,NA,NA,26.5,6.5,9.5,6,1.5,29.5,3.5,,,,,,,,,
7/30/11,CRESPI,NA,NA,NA,26,6.5,9,7.1,1.7,26.5,2.1,,,,,,,,,
8/8/11,Demopolis,NA,NA,NA,26,6.1,9.8,7,1.3,28,3.6,,,,,,,,,
8/11/11,SWG,NA,NA,NA,24,7,9,6,1.5,25,6.5,,,,,,,,,
8/27/11,PIEPOLI,NA,NA,NA,28,4.5,9,6,,28,,,,,,,,,,
8/30/11,SWG,NA,NA,NA,24.5,6.5,9,6,1.5,24.5,6,,,,,,,,,
8/31/11,EMG,NA,NA,NA,28.3,6.2,10.1,7.1,1.1,27.1,3.1,,,,,,,,,
9/1/11,PIEPOLI,NA,NA,NA,27.5,5,10,6,,29.5,3,,,,,,,,,
9/5/11,DEMOS,NA,NA,NA,25.5,9.2,9.8,7.4,,29.5,3.5,,,,,,,,,
9/6/11,IPR,NA,NA,NA,26.5,7,9,7,,27.5,3.5,,,,,,,,,
9/9/11,LORIEN,NA,NA,NA,26.9,8.8,11.8,6.9,1.2,25.4,4.2,,,,,,,,,
9/12/11,EMG,NA,NA,NA,27.3,5.8,9.4,7,1.2,27.8,2.8,,,,,,,,,
9/13/11,IPSOS,NA,NA,NA,26,8.3,10.7,6.8,1.3,26.6,3.7,,,,,,,,,
9/13/11,Demopolis,NA,NA,NA,25,6.8,9.6,7.5,1.3,27.5,3.6,,,,,,,,,
9/15/11,IPR,NA,NA,NA,26.5,7.5,9,7,,27,3.5,,,,,,,,,
9/19/11,EMG,NA,NA,NA,27.3,5.8,9.4,7,1.2,27.8,2.8,,,,,,,,,
9/19/11,Digis,NA,NA,NA,26.1,7.8,9.5,6.1,1.4,27.2,3.5,,,,,,,,,
9/22/11,IPSOS,NA,NA,NA,26.2,9,10.3,6.6,1.5,26.4,3.9,,,,,,,,,
9/24/11,EMG,NA,NA,NA,26.8,6.2,9.1,7.2,1.3,27,3,,,,,,,,,
9/28/11,LORIEN,NA,NA,NA,26.6,8.3,11.4,7.3,1.4,26.1,4.7,,,,,,,,,
9/30/11,TECNE,NA,NA,NA,24.5,7,8.5,6.5,1.5,28,4,,,,,,,,,
10/4/11,ISPO,NA,NA,NA,26.2,7.3,9.4,7.4,1.5,28,2.8,,,,,,,,,
10/4/11,IPR,NA,NA,NA,26,6.5,8,7.5,,28,3.5,,,,,,,,,
10/5/11,EMG,NA,NA,NA,26.3,6.7,8.9,7.2,1.4,27.1,3.1,,,,,,,,,
10/6/11,IPSOS,NA,NA,NA,26,8.6,10.2,6.5,1.4,26.7,4,,,,,,,,,
10/10/11,CRESPI,NA,NA,NA,25,8,8.3,8,1.5,26,3,,,,,,,,,
10/11/11,EMG,NA,NA,NA,26.6,6.5,8.7,6.8,1.5,26.6,3.3,,,,,,,,,
10/13/11,IPSOS,NA,NA,NA,26.4,8.8,9.7,6.4,1.2,26.9,3.8,,,,,,,,,
10/18/11,IBS,NA,NA,NA,26.8,6.1,8.1,6.5,1.4,26.9,3.8,,,,,,,,,
10/18/11,EMG,NA,NA,NA,27,6.3,9,6.4,1.4,26.1,3.6,,,,,,,,,
10/18/11,Digis,NA,NA,NA,25.7,8,9.5,6.2,1.3,26.8,3.3,,,,,,,,,
10/20/11,IPSOS,NA,NA,NA,25.7,8.9,9.6,6.8,1.3,27,4,,,,,,,,,
10/24/11,DEMOS,NA,NA,NA,26.1,8.2,8.8,7.5,,28.1,4.3,,,,,,,,,
10/25/11,EMG,NA,NA,NA,26.2,6.7,9,6.9,1.5,26.8,3.1,,,,,,,,,
10/26/11,ISPO,NA,NA,NA,26.4,6.8,8.7,6.9,1.5,25.9,3.4,,,,,,,,,
10/26/11,EUROMEDIA,NA,NA,NA,26.5,6.5,8.3,7.1,1.5,27.2,3.8,,,,,,,,,
10/27/11,IPSOS,NA,NA,NA,25.5,9,9.4,6.9,1.2,26.6,4,,,,,,,,,
10/28/11,IPR,NA,NA,NA,25.3,7,7.7,7,,28,3.5,,,,,,,,,
10/29/11,CRESPI,NA,NA,NA,25.2,7,8.4,7.3,1.3,26.2,2.5,,,,,,,,,
10/31/11,TECNE,NA,NA,NA,25,7,8.5,6.5,1,27.5,4.5,,,,,,,,,
10/31/11,SWG,NA,NA,NA,24.5,6.5,8.5,6.5,2,26,5.5,,,,,,,,,
11/2/11,PIEPOLI,NA,NA,NA,26.5,6.5,8,7,,27,3.5,,,,,,,,,
11/2/11,LORIEN,NA,NA,NA,25.8,8.6,11,7.4,1.5,26.1,4,,,,,,,,,
11/2/11,ISPO,NA,NA,NA,26.4,6.8,8.7,6.9,1.5,25.9,3.4,,,,,,,,,
11/2/11,EMG,NA,NA,NA,26,6.8,8.9,7,1.5,26.4,3.2,,,,,,,,,
11/8/11,EMG,NA,NA,NA,25.6,7,8.9,7.1,1.5,26.6,3.4,,,,,,,,,
11/8/11,Digis,NA,NA,NA,25.1,7.4,8.9,7,1.2,26.4,4,,,,,,,,,
11/9/11,SWG,NA,NA,NA,25.5,6,9,7,1.5,26.5,5.5,,,,,,,,,
11/9/11,IPSOS,NA,NA,NA,25.3,8.7,9.2,7.1,1.4,26.7,4.2,,,,,,,,,
11/10/11,ISPO,NA,NA,NA,25.8,6.7,8.1,6.8,1.5,26.8,3.4,,,,,,,,,
11/13/11,TP,NA,NA,NA,24.6,6.1,7.4,10.4,1.4,29.3,4,,,,,,,,,
11/14/11,IPSOS,NA,NA,NA,24.9,7.8,8.8,7,1.6,26.8,3.9,,,,,,,,,
11/15/11,EMG,NA,NA,NA,25.2,6.6,8.7,7.3,1.7,26.8,3.6,,,,,,,,,
11/17/11,EUROMEDIA,NA,NA,NA,25.9,8.1,8.4,7.4,1.2,27.2,4,,,,,,,,,
11/21/11,DEMOS,NA,NA,NA,24.2,8,7.7,10.4,,29.4,4.6,,,,,,,,,
11/22/11,EMG,NA,NA,NA,25.6,6.4,8.8,7.4,1.4,27.5,3.6,,,,,,,,,
11/24/11,IPSOS,NA,NA,NA,24.8,7.7,8.3,6.8,1.2,28.8,4,,,,,,,,,
11/24/11,IPR,NA,NA,NA,25,6.5,7.5,7,,28,4,,,,,,,,,
11/24/11,Demopolis,NA,NA,NA,24,7.8,8,8.2,1.3,29,3.5,,,,,,,,,
11/29/11,EMG,NA,NA,NA,24.9,6.7,9.2,7.1,1.3,28.4,3.6,,,,,,,,,
11/30/11,TECNE,NA,NA,NA,24.5,7.5,7.5,7,1,28,4.5,,,,,,,,,
12/1/11,LORIEN,NA,NA,NA,27,7.6,10.3,7.6,0.9,25.9,4,,,,,,,,,
12/1/11,IPSOS,NA,NA,NA,24.3,7.5,8.6,7,1.4,28.6,4.2,,,,,,,,,
12/6/11,EMG,NA,NA,NA,25.4,6.2,9.4,6.9,1.1,28.8,3.3,,,,,,,,,
12/13/11,EMG,NA,NA,NA,24.7,6,9.2,7.3,1.3,29.4,3.4,,,,,,,,,
12/14/11,CRESPI,NA,NA,NA,26,6.5,8,7.7,1.5,27.6,2.8,,,,,,,,,
12/15/11,SWG,NA,NA,NA,26,6,9.5,7,1,26,5.5,,,,,,,,,
12/16/11,ISPO,NA,NA,NA,25.8,7,8.6,6.8,1.6,28.5,3.9,,,,,,,,,
12/16/11,EUROMEDIA,NA,NA,NA,25.5,7.4,10,8,1.6,27.9,3.8,,,,,,,,,
12/19/11,TECNE,NA,NA,NA,25.5,8,7,6.5,1,28.5,4.5,,,,,,,,,
12/19/11,SWG,NA,NA,NA,24,5.5,11,6.5,1,25,7,,,,,,,,,
12/19/11,ISPO,NA,NA,NA,25.8,7,8.6,6.8,1.6,28.5,3.9,,,,,,,,,
12/19/11,IPR,NA,NA,NA,25,7,7.7,6.5,,28,3.5,,,,,,,,,
12/20/11,LORIEN,NA,NA,NA,27.6,6.3,10.6,7.5,,26.9,5.1,,,,,,,,,
12/20/11,EMG,NA,NA,NA,24.2,5.8,9,7.2,1.7,28.2,4.1,,,,,,,,,
12/22/11,IPSOS,NA,NA,NA,24,8.3,8.8,7.5,,29.6,4.4,,,,,,,,,
12/23/11,CISE,NA,NA,NA,23.3,7.1,12.2,6.6,,31.9,4.6,,,,,,,,,
1/9/12,IPSOS,NA,NA,NA,23,8,9.8,7.5,0.8,29.5,4.3,,,,,,,,,
1/13/12,SWG,NA,NA,NA,23.5,6.5,10,7,1,25.5,7.5,,,,,,,,,
1/16/12,TECNE,NA,NA,NA,24.5,8.5,6,7.5,1.5,28,5,,,,,,,,,
1/17/12,EMG,NA,NA,NA,22.9,6.6,10.2,7.4,2.1,28,3.6,,,,,,,,,
1/18/12,IPSOS,NA,NA,NA,22.5,8.3,9.7,7.8,0.9,28.8,4.1,,,,,,,,,
1/23/12,SWG,NA,NA,NA,23.5,6.5,10,7,1,25.5,7.5,,,,,,,,,
1/24/12,ISPO,NA,NA,NA,24.2,7.5,8.5,7.4,1.7,28.3,3.6,,,,,,,,,
1/25/12,LORIEN,NA,NA,NA,24.7,7.4,9.4,7.9,0.8,28.1,4.3,,,,,,,,,
1/26/12,IPSOS,NA,NA,NA,22.2,8.5,10.3,8,1,28.4,4.6,,,,,,,,,
2/1/12,IPSOS,NA,NA,NA,22.5,8.8,10.2,7.8,1.1,28.1,4.7,,,,,,,,,
2/1/12,CRESPI,NA,NA,NA,22,6.5,10.5,7.5,1.8,27.5,4.1,,,,,,,,,
2/7/12,EMG,NA,NA,NA,22.8,6.3,9.9,8.1,1.8,29,4,,,,,,,,,
2/8/12,LORIEN,NA,NA,NA,26,7.2,9.2,8,0.5,28.6,4.7,,,,,,,,,
2/8/12,IPSOS,NA,NA,NA,22.2,8.5,10.2,7.8,1.2,28,4.8,,,,,,,,,
2/14/12,EMG,NA,NA,NA,23.5,6.5,10.4,7.9,1.4,27.6,4.4,,,,,,,,,
2/16/12,IPSOS,NA,NA,NA,22.5,8.3,10.1,7.7,1.3,27.1,5.2,,,,,,,,,
2/20/12,LORIEN,NA,NA,NA,25.5,8.1,10.4,7.7,0.5,27.8,3.4,,,,,,,,,
2/21/12,TECNE,NA,NA,NA,23,8.5,6.5,7.5,1.5,27,5,,,,,,,,,
2/21/12,EMG,NA,NA,NA,22.4,7.3,11.1,7.6,1.3,26.4,4.2,,,,,,,,,
2/21/12,Digis,NA,NA,NA,22.5,7.5,10.1,7.6,1.1,27.9,4.7,,,,,,,,,
2/22/12,IPSOS,NA,NA,NA,22.1,8.7,10.2,8,1,27.5,4.9,,,,,,,,,
2/23/12,PIEPOLI,NA,NA,NA,24,4,9.5,9,,29.5,3,,,,,,,,,
2/28/12,EMG,NA,NA,NA,23.4,7.3,10.6,7.7,1.1,26.1,4.6,,,,,,,,,
2/28/12,Demopolis,NA,NA,NA,21,9,10.2,8,1.3,27,4.5,,,,,,,,,
3/1/12,IPSOS,NA,NA,NA,22,8.4,9.9,8.3,1.2,27.3,4.5,,,,,,,,,
3/1/12,Demopolis,NA,NA,NA,21,9,10.2,8,1.3,27,4.5,,,,,,,,,
3/6/12,EMG,NA,NA,NA,23.7,6.9,9.9,7.6,1.2,25.9,4.7,,,,,,,,,
3/7/12,IPSOS,NA,NA,NA,22,8.6,10.2,8.1,1.1,27.4,4.3,,,,,,,,,
3/7/12,IPR,NA,NA,NA,22,7,9.5,8,1,28,5,,,,,,,,,
3/7/12,Digis,NA,NA,NA,21.5,8.2,10.1,8.1,1.1,27,4.5,,,,,,,,,
3/13/12,ISPO,NA,NA,NA,22.1,8.1,9.3,8.4,1,27.4,4,,,,,,,,,
3/13/12,EMG,NA,NA,NA,23.7,7.1,8.8,7.3,1.4,25.6,4.9,,,,,,,,,
3/14/12,EUROMEDIA,NA,NA,NA,23.7,7.1,10.5,7.5,2,26.3,4.3,,,,,,,,,
3/15/12,IPSOS,NA,NA,NA,22.2,8.4,9.8,8.4,1.1,27.5,4.5,,,,,,,,,
3/15/12,Digis,NA,NA,NA,21.9,8.1,10,8,1.1,26.9,4.4,,,,,,,,,
3/19/12,SWG,NA,NA,NA,23.5,5.5,8.5,6.5,2,26,7,,,,,,,,,
3/20/12,IBS,NA,NA,NA,24,7.1,10,7,1.4,25.5,5.5,,,,,,,,,
3/20/12,EMG,NA,NA,NA,23.6,7.7,8.4,7,1.3,26,4.4,,,,,,,,,
3/22/12,SWG,NA,NA,NA,23.5,5.5,9,6.5,2,26,7,,,,,,,,,
3/22/12,IPSOS,NA,NA,NA,22.1,8.5,10,8.2,1.2,27.7,4.4,,,,,,,,,
3/22/12,EUROMEDIA,NA,NA,NA,23.7,6.2,9,8.5,2,26.6,4.5,,,,,,,,,
3/23/12,ISPO,NA,NA,NA,25.8,6.7,8.1,6.8,1.5,26.8,3.4,,,,,,,,,
3/28/12,IPSOS,NA,NA,NA,21.8,9,9.7,7.7,1.1,27,4.7,,,,,,,,,
3/30/12,IPR,NA,NA,NA,22,7,9.5,8.5,1,27.5,5,,,,,,,,,
4/2/12,LORIEN,NA,NA,NA,25.1,8.2,8.7,7.9,1,27.6,3.4,,,,,,,,,
4/3/12,EMG,NA,NA,NA,22.7,8.4,8.2,7.5,1.7,27.2,4,,,,,,,,,
4/5/12,SWG,NA,NA,NA,25,5.8,6.1,6,1.8,26.9,7.6,,,,,,,,,
4/5/12,ISPO,NA,NA,NA,21.6,8.6,7.9,7.5,1.9,29,3.8,,,,,,,,,
4/5/12,IPR,NA,NA,NA,22,7,9,8.5,1,27,5,,,,,,,,,
4/5/12,EUROMEDIA,NA,NA,NA,23.8,7.6,9.7,8.1,1.8,26.4,4.1,,,,,,,,,
4/6/12,SWG,NA,NA,NA,24.7,6.2,7.9,6.2,1.8,26,7.4,,,,,,,,,
4/10/12,EMG,NA,NA,NA,22,8,7,8.3,2,28.9,4.1,,,,,,,,,
4/11/12,IPSOS,NA,NA,NA,22.2,9.4,6.5,8,2.2,26.2,5.2,,,,,,,,,
4/14/12,DATAMONITOR,NA,NA,NA,24.2,7.2,6.5,6.8,2,24.9,6.8,,,,,,,,,
4/16/12,SWG,NA,NA,NA,24.9,6.5,7.1,6.3,1.6,25.2,7.2,,,,,,,,,
4/17/12,TECNE,NA,NA,NA,23,8.5,4,8,2.5,26,6,,,,,,,,,
4/17/12,EMG,NA,NA,NA,21.4,8.1,6.6,9,2,30.1,4.4,,,,,,,,,
4/17/12,Digis,NA,NA,NA,21.9,8.5,7,8,1.4,26.9,5,,,,,,,,,
4/18/12,SPINCON,NA,NA,NA,22.9,6.7,8.2,6.9,2.5,25.3,5.8,,,,,,,,,
4/18/12,IPSOS,NA,NA,NA,20.8,9.3,7.2,8.2,1.3,26,7.5,,,,,,,,,
4/18/12,IPR,NA,NA,NA,23,7.5,6,8.5,1,28.5,5.5,,,,,,,,,
4/20/12,SWG,NA,NA,NA,25.3,6.2,6.9,6.1,1.7,26.2,7.3,,,,,,,,,
4/20/12,Demopolis,NA,NA,NA,23,8.8,7,8.3,,26,7.5,,,,,,,,,
4/23/12,LORIEN,NA,NA,NA,23.8,9,7.8,7.6,1.7,26.6,4.2,,,,,,,,,
4/24/12,EMG,NA,NA,NA,21.9,7.5,6.7,9.1,2.1,29.7,4.6,,,,,,,,,
4/26/12,SPINCON,NA,NA,NA,21.6,4.9,7.6,6.3,3.6,25.7,7.3,,,,,,,,,
4/26/12,IPR,NA,NA,NA,22.5,7.5,5.5,8.5,1,28,6,,,,,,,,,
5/2/12,EMG,NA,NA,NA,23.1,6.7,5.7,8.7,2.3,29.2,5.4,,,,,,,,,
5/4/12,SWG,NA,NA,NA,25,5.8,6.1,6,1.8,26.9,7.6,,,,,,,,,
5/8/12,EMG,NA,NA,NA,23.2,6,5.8,8.9,2.4,27.7,6,,,,,,,,,
5/9/12,IPSOS,NA,NA,NA,19.5,8.6,5.2,7.5,1.4,25.6,15.1,,,,,,,,,
5/10/12,SPINCON,NA,NA,NA,20.3,4.1,8,5.5,4,25.6,12.1,,,,,,,,,
5/11/12,SWG,NA,NA,NA,19.9,5.3,5.1,5.9,3.5,24.9,11.5,,,,,,,,,
5/14/12,Digis,NA,NA,NA,20.1,7.8,5.5,7.9,1.5,26.1,9.2,,,,,,,,,
5/16/12,IPSOS,NA,NA,NA,19,7.9,5,7.8,1.6,25.2,16.5,,,,,,,,,
5/18/12,SWG,NA,NA,NA,17.9,6.1,6.2,6.2,2.5,24,13.7,,,,,,,,,
5/18/12,SPINCON,NA,NA,NA,18.8,3.9,6.7,5.8,4.3,26.1,13.7,,,,,,,,,
5/21/12,DATAMONITOR,NA,NA,NA,20,5.7,4.2,6.1,3,23.9,14.8,,,,,,,,,
5/22/12,EMG,NA,NA,NA,20.3,5.7,4.8,8.2,2.7,25.4,12.2,,,,,,,,,
5/23/12,IPSOS,NA,NA,NA,17.2,7.8,4.6,7.3,1.2,26.7,18.5,,,,,,,,,
5/24/12,SPINCON,NA,NA,NA,19.1,3.8,6.7,5.8,3.9,26.4,15.6,,,,,,,,,
5/25/12,IPR,NA,NA,NA,19,5.5,5,5,2,27,16,,,,,,,,,
5/28/12,SWG,NA,NA,NA,16,5.5,5.7,5.9,3.5,24,17,,,,,,,,,
5/28/12,LORIEN,NA,NA,NA,19.6,8.1,5.5,7.2,2,25,15.3,,,,,,,,,
5/29/12,TECNE,NA,NA,NA,18.5,8,3.5,8,2.5,24.5,8,,,,,,,,,
5/29/12,EMG,NA,NA,NA,18.8,6,5.2,7.7,2.9,24.8,14.1,,,,,,,,,
5/30/12,ISPO,NA,NA,NA,18.7,6.9,5.7,7.7,2,25.8,17.8,,,,,,,,,
5/30/12,IPSOS,NA,NA,NA,16.8,7.3,4.5,7.1,1.4,25.6,19.8,,,,,,,,,
5/31/12,SPINCON,NA,NA,NA,18.6,4.4,6.8,5.6,4.4,25.5,14.8,,,,,,,,,
6/3/12,Demopolis,NA,NA,NA,17,7.8,4.7,8,1.8,25,16,,,,,,,,,
6/4/12,SWG,NA,NA,NA,16,5.5,5.7,5.9,3.5,24,17,,,,,,,,,
6/4/12,DEMOS,NA,NA,NA,17.4,8.4,4.6,7.2,,27.5,16.5,,,,,,,,,
6/5/12,EMG,NA,NA,NA,18.1,6.2,4.9,6.9,2.5,25,18.1,,,,,,,,,
6/6/12,IPSOS,NA,NA,NA,17.2,7.8,4.8,6.8,1.3,25,20,,,,,,,,,
6/8/12,SWG,NA,NA,NA,15.4,6.1,4.9,6.7,3.1,23.2,20.2,,,,,,,,,
6/9/12,DATAMONITOR,NA,NA,NA,19,6.2,4,5.5,2.4,24.2,16.4,,,,,,,,,
6/11/12,SPINCON,NA,NA,NA,17.3,4.4,7.7,5.5,4.2,26.7,14.1,,,,,,,,,
6/12/12,EMG,NA,NA,NA,18.3,6.5,5,6.5,2.1,24.7,19.1,,,,,,,,,
6/12/12,Digis,NA,NA,NA,16.1,7,5,6.9,1.8,24.5,18.4,,,,,,,,,
6/13/12,IPSOS,NA,NA,NA,17.6,7.2,4.3,6.5,1.4,25.2,20.6,,,,,,,,,
6/14/12,SPINCON,NA,NA,NA,18.2,4.4,5.9,5.5,4.1,25.6,17,,,,,,,,,
6/18/12,SWG,NA,NA,NA,15,5.5,5.3,5.7,3,24,21,,,,,,,,,
6/18/12,IPSOS,NA,NA,NA,17,7.3,4,6.4,1.5,25.5,20.9,,,,,,,,,
6/18/12,IPR,NA,NA,NA,16.5,6,4.5,7,2,26.5,19,,,,,,,,,
6/19/12,EMG,NA,NA,NA,18.2,6.8,4.6,6.7,1.9,25.1,19.3,,,,,,,,,
6/22/12,SWG,NA,NA,NA,16.7,5.8,4.7,6,2.5,24.3,20,,,,,,,,,
6/25/12,TECNE,NA,NA,NA,17.5,8,3,8,2.5,24.5,11.5,,,,,,,,,
6/25/12,EMG,NA,NA,NA,18.7,7.1,4.8,6.9,1.6,24.9,19.4,,,,,,,,,
6/29/12,SWG,NA,NA,NA,17.1,5.7,4.6,6.8,2.3,23.2,20.8,,,,,,,,,
7/2/12,EMG,NA,NA,NA,20.1,7.9,4.9,6.6,1.6,24.8,17.3,,,,,,,,,
7/4/12,ISPO,NA,NA,NA,18.8,7.3,6.6,6.2,1.9,25.7,16.8,,,,,,,,,
7/4/12,IPR,NA,NA,NA,18,5.5,5,6,2,26,18,,,,,,,,,
7/4/12,EMG,NA,NA,NA,20,7.6,5.6,7.2,1.7,26,15.7,,,,,,,,,
7/5/12,SPINCON,NA,NA,NA,17.3,4.6,6.9,6.1,4.5,25.7,16.4,,,,,,,,,
7/10/12,EMG,NA,NA,NA,20.1,7.6,5.2,7.3,1.4,26.5,16.8,,,,,,,,,
7/12/12,SPINCON,NA,NA,NA,16.9,5.1,6.7,5.6,4.2,26,16.2,,,,,,,,,
7/17/12,TECNE,NA,NA,NA,18.5,7.5,3.1,7.9,2.5,25.5,12.9,,,,,,,,,
7/17/12,IPR,NA,NA,NA,18,6,5,7,2,25,18,,,,,,,,,
